time,marker,data_1,data_2,data_3
1665273589.2492507,1,-014304, -003690, -002469
1665273589.2502627,1,-014304, -003690, -002469
1665273589.2522414,1,-014304, -003690, -002469
1665273589.2522414,1,-014561, -002990, -003280
1665273589.2522414,1,-014561, -002990, -003280
1665273589.2532551,1,-014561, -002990, -003280
1665273589.2542634,1,-014561, -002990, -003280
1665273589.2546012,1,-014519, -002362, -003767
1665273589.2552338,1,-014519, -002362, -003767
1665273589.2567787,1,-014519, -002362, -003767
1665273589.2577846,1,-014519, -002362, -003767
1665273589.261642,1,-014398, -001887, -003895
1665273589.2627244,1,-014398, -001887, -003895
1665273589.2636487,1,-014398, -001887, -003895
1665273589.2656426,1,-014398, -001887, -003895
1665273589.266644,1,-014398, -001887, -003895
1665273589.267641,1,-014264, -001711, -003772
1665273589.2686987,1,-014264, -001711, -003772
1665273589.2708743,1,-014264, -001711, -003772
1665273589.2708743,1,-014264, -001711, -003772
1665273589.271726,1,-014331, -001690, -003558
1665273589.2719038,1,-014331, -001690, -003558
1665273589.2743056,1,-014331, -001690, -003558
1665273589.274727,1,-014331, -001690, -003558
1665273589.2753105,1,-014520, -001698, -003236
1665273589.2753105,1,-014520, -001698, -003236
1665273589.2753105,1,-014520, -001698, -003236
1665273589.276308,1,-014520, -001698, -003236
1665273589.276308,1,-014520, -001698, -003236
1665273589.276308,1,-014753, -001631, -003128
1665273589.2773054,1,-014753, -001631, -003128
1665273589.2773054,1,-014753, -001631, -003128
1665273589.2783024,1,-014753, -001631, -003128
1665273589.2783024,1,-014753, -001631, -003128
1665273589.2783024,1,-014921, -001733, -002852
1665273589.279381,1,-014921, -001733, -002852
1665273589.279381,1,-014921, -001733, -002852
1665273589.2802994,1,-014921, -001733, -002852
1665273589.2802994,1,-015054, -002058, -002621
1665273589.2802994,1,-015054, -002058, -002621
1665273589.2813048,1,-015054, -002058, -002621
1665273589.2813048,1,-015054, -002058, -002621
1665273589.2822921,1,-015054, -002058, -002621
1665273589.2822921,1,-015158, -002355, -002440
1665273589.2832901,1,-015158, -002355, -002440
1665273589.2835886,1,-015158, -002355, -002440
1665273589.2835886,1,-015158, -002355, -002440
1665273589.2842863,1,-015158, -002355, -002440
1665273589.2842863,1,-015321, -002775, -002294
1665273589.2842863,1,-015321, -002775, -002294
1665273589.2852843,1,-015321, -002775, -002294
1665273589.2852843,1,-015321, -002775, -002294
1665273589.2858028,1,-015321, -002775, -002294
1665273589.286379,1,-015455, -003105, -002377
1665273589.286379,1,-015455, -003105, -002377
1665273589.286379,1,-014838, -003338, -002528
1665273589.2872784,1,-014838, -003338, -002528
1665273589.2872784,1,-014838, -003338, -002528
1665273589.2872784,1,-014601, -003398, -002608
1665273589.2872784,1,-014601, -003398, -002608
1665273589.288276,1,-014601, -003398, -002608
1665273589.288276,1,-014601, -003398, -002608
1665273589.288276,1,-014601, -003398, -002608
1665273589.289273,1,-014597, -003821, -002696
1665273589.289446,1,-014597, -003821, -002696
1665273589.289446,1,-014597, -003821, -002696
1665273589.2902708,1,-014597, -003821, -002696
1665273589.2902708,1,-014839, -004376, -002779
1665273589.2906194,1,-014839, -004376, -002779
1665273589.2906194,1,-014839, -004376, -002779
1665273589.2912679,1,-014839, -004376, -002779
1665273589.2912679,1,-015191, -004940, -003017
1665273589.2918248,1,-015191, -004940, -003017
1665273589.2918248,1,-015191, -004940, -003017
1665273589.2918248,1,-015191, -004940, -003017
1665273589.2928388,1,-015593, -005333, -003291
1665273589.2958412,1,-015593, -005333, -003291
1665273589.2958412,1,-015593, -005333, -003291
1665273589.2964468,1,-015593, -005333, -003291
1665273589.2968228,1,-015502, -005628, -003328
1665273589.3001337,1,-015502, -005628, -003328
1665273589.301144,1,-015502, -005628, -003328
1665273589.301144,1,-015502, -005628, -003328
1665273589.3029165,1,-015121, -006079, -003139
1665273589.3032808,1,-015121, -006079, -003139
1665273589.303933,1,-015121, -006079, -003139
1665273589.3049192,1,-015121, -006079, -003139
1665273589.3049192,1,-014975, -006493, -003022
1665273589.3104475,1,-014975, -006493, -003022
1665273589.3112633,1,-014975, -006493, -003022
1665273589.3132567,1,-014975, -006493, -003022
1665273589.314259,1,-015384, -006433, -002997
1665273589.314259,1,-015384, -006433, -002997
1665273589.3152905,1,-015384, -006433, -002997
1665273589.3152905,1,-015384, -006433, -002997
1665273589.3162527,1,-015384, -006433, -002997
1665273589.3172493,1,-015835, -005992, -003032
1665273589.3172493,1,-015835, -005992, -003032
1665273589.3212376,1,-015835, -005992, -003032
1665273589.322235,1,-015835, -005992, -003032
1665273589.324229,1,-015934, -005511, -003172
1665273589.325255,1,-015934, -005511, -003172
1665273589.325255,1,-015934, -005511, -003172
1665273589.3263037,1,-015934, -005511, -003172
1665273589.327221,1,-015713, -005067, -003297
1665273589.327221,1,-015713, -005067, -003297
1665273589.3282185,1,-015713, -005067, -003297
1665273589.3302126,1,-015713, -005067, -003297
1665273589.331208,1,-015275, -004888, -003315
1665273589.3371947,1,-015275, -004888, -003315
1665273589.3382175,1,-015275, -004888, -003315
1665273589.3382175,1,-015275, -004888, -003315
1665273589.3391883,1,-014955, -004901, -003290
1665273589.3402135,1,-014955, -004901, -003290
1665273589.3404078,1,-014955, -004901, -003290
1665273589.3412151,1,-014955, -004901, -003290
1665273589.3421788,1,-014769, -005200, -003089
1665273589.3421788,1,-014769, -005200, -003089
1665273589.3456738,1,-014769, -005200, -003089
1665273589.346703,1,-014769, -005200, -003089
1665273589.346703,1,-014777, -005423, -002891
1665273589.348671,1,-014777, -005423, -002891
1665273589.3488448,1,-014777, -005423, -002891
1665273589.3496954,1,-014777, -005423, -002891
1665273589.3547144,1,-014777, -005423, -002891
1665273589.3559978,1,-014846, -005322, -002553
1665273589.3559978,1,-014846, -005322, -002553
1665273589.3571136,1,-014846, -005322, -002553
1665273589.3571136,1,-014846, -005322, -002553
1665273589.3579955,1,-014816, -004974, -002290
1665273589.358993,1,-014816, -004974, -002290
1665273589.358993,1,-014816, -004974, -002290
1665273589.3599901,1,-014816, -004974, -002290
1665273589.3704164,1,-014669, -004638, -001985
1665273589.3708806,1,-014669, -004638, -001985
1665273589.3744133,1,-014669, -004638, -001985
1665273589.3754122,1,-014669, -004638, -001985
1665273589.3754122,1,-014446, -004538, -001849
1665273589.3754122,1,-014446, -004538, -001849
1665273589.3764086,1,-014446, -004538, -001849
1665273589.3818636,1,-014446, -004538, -001849
1665273589.3823936,1,-014201, -004740, -001765
1665273589.384387,1,-014201, -004740, -001765
1665273589.384387,1,-014201, -004740, -001765
1665273589.3905892,1,-014201, -004740, -001765
1665273589.3905892,1,-014083, -005090, -001587
1665273589.401707,1,-014083, -005090, -001587
1665273589.402738,1,-014083, -005090, -001587
1665273589.4108157,1,-014083, -005090, -001587
1665273589.4108157,1,-013866, -005341, -001344
1665273589.4116693,1,-013866, -005341, -001344
1665273589.4171255,1,-013866, -005341, -001344
1665273589.4171255,1,-013866, -005341, -001344
1665273589.4220557,1,-013484, -005621, -000991
1665273589.4220557,1,-013484, -005621, -000991
1665273589.423052,1,-013484, -005621, -000991
1665273589.4240499,1,-013484, -005621, -000991
1665273589.4241414,1,-013276, -005927, -000870
1665273589.4241414,1,-013276, -005927, -000870
1665273589.4250467,1,-013276, -005927, -000870
1665273589.472,1,-013276, -005927, -000870
1665273589.472864,1,-013276, -005927, -000870
1665273589.4829636,1,-013283, -006318, -000836
1665273589.4839633,1,-013283, -006318, -000836
1665273589.485006,1,-013283, -006318, -000836
1665273589.4859562,1,-013283, -006318, -000836
1665273589.4931133,1,-013218, -006811, -000722
1665273589.4937758,1,-013218, -006811, -000722
1665273589.4992402,1,-013218, -006811, -000722
1665273589.500265,1,-013218, -006811, -000722
1665273589.5012324,1,-012986, -007210, -000558
1665273589.502233,1,-012986, -007210, -000558
1665273589.503227,1,-012986, -007210, -000558
1665273589.503227,1,-012986, -007210, -000558
1665273589.5042512,1,-012875, -007712, -000379
1665273589.5052958,1,-012875, -007712, -000379
1665273589.5204115,1,-012875, -007712, -000379
1665273589.5214193,1,-012875, -007712, -000379
1665273589.5214193,1,-012860, -008137, -000196
1665273589.5224164,1,-012860, -008137, -000196
1665273589.5244348,1,-012860, -008137, -000196
1665273589.5253603,1,-012860, -008137, -000196
1665273589.5253603,1,-012860, -008137, -000196
1665273589.5263577,1,-013116, -008596, -000175
1665273589.526428,1,-013116, -008596, -000175
1665273589.5273602,1,-013116, -008596, -000175
1665273589.5285077,1,-013116, -008596, -000175
1665273589.5293498,1,-013221, -008880, -000009
1665273589.530347,1,-013221, -008880, -000009
1665273589.5323434,1,-013221, -008880, -000009
1665273589.5323434,1,-013221, -008880, -000009
1665273589.5333405,1,-013286, -008930, 000264
1665273589.5333405,1,-013286, -008930, 000264
1665273589.5343375,1,-013286, -008930, 000264
1665273589.535342,1,-013286, -008930, 000264
1665273589.5363307,1,-013142, -008918, 000447
1665273589.5488076,1,-013142, -008918, 000447
1665273589.5498054,1,-013142, -008918, 000447
1665273589.5498054,1,-013142, -008918, 000447
1665273589.5516446,1,-013001, -008885, 000344
1665273589.5526893,1,-013001, -008885, 000344
1665273589.553719,1,-013001, -008885, 000344
1665273589.5614245,1,-013001, -008885, 000344
1665273589.5624228,1,-013048, -008955, 000276
1665273589.5624228,1,-013048, -008955, 000276
1665273589.6103346,1,-013048, -008955, 000276
1665273589.6113708,1,-013048, -008955, 000276
1665273589.6133683,1,-013048, -008955, 000276
1665273589.615691,1,-013145, -009080, 000120
1665273589.6163316,1,-013145, -009080, 000120
1665273589.617329,1,-013145, -009080, 000120
1665273589.6174214,1,-013145, -009080, 000120
1665273589.618429,1,-013165, -009008, 000117
1665273589.618502,1,-013165, -009008, 000117
1665273589.6194289,1,-013165, -009008, 000117
1665273589.6196384,1,-013165, -009008, 000117
1665273589.620402,1,-013165, -009008, 000117
1665273589.6208181,1,-013054, -008950, 000066
1665273589.621394,1,-013054, -008950, 000066
1665273589.621394,1,-013054, -008950, 000066
1665273589.6223912,1,-013054, -008950, 000066
1665273589.6223912,1,-013054, -008950, 000066
1665273589.6223912,1,-012950, -008906, -000125
1665273589.6233902,1,-012950, -008906, -000125
1665273589.6233902,1,-012950, -008906, -000125
1665273589.6244178,1,-012950, -008906, -000125
1665273589.6244178,1,-012950, -008906, -000125
1665273589.6244178,1,-012670, -009193, -000370
1665273589.625384,1,-012670, -009193, -000370
1665273589.625384,1,-012670, -009193, -000370
1665273589.625384,1,-012670, -009193, -000370
1665273589.6263804,1,-012670, -009193, -000370
1665273589.6263804,1,-012575, -009618, -000444
1665273589.6263804,1,-012575, -009618, -000444
1665273589.627378,1,-012575, -009618, -000444
1665273589.627378,1,-012575, -009618, -000444
1665273589.627378,1,-012717, -010137, -000726
1665273589.6283798,1,-012717, -010137, -000726
1665273589.6283798,1,-012717, -010137, -000726
1665273589.6283798,1,-012717, -010137, -000726
1665273589.629372,1,-012717, -010137, -000726
1665273589.629372,1,-012971, -010298, -000881
1665273589.629372,1,-012971, -010298, -000881
1665273589.63037,1,-012971, -010298, -000881
1665273589.63037,1,-012971, -010298, -000881
1665273589.63037,1,-013188, -010223, -001066
1665273589.6313672,1,-013188, -010223, -001066
1665273589.6313672,1,-013188, -010223, -001066
1665273589.6324062,1,-013188, -010223, -001066
1665273589.6324062,1,-013188, -010223, -001066
1665273589.6324062,1,-013201, -010183, -001221
1665273589.6333642,1,-013201, -010183, -001221
1665273589.6337783,1,-013201, -010183, -001221
1665273589.6343596,1,-013201, -010183, -001221
1665273589.6343596,1,-013301, -010137, -001563
1665273589.634819,1,-013301, -010137, -001563
1665273589.6353564,1,-013301, -010137, -001563
1665273589.6353564,1,-013301, -010137, -001563
1665273589.6358843,1,-013301, -010137, -001563
1665273589.6363537,1,-013289, -010089, -001922
1665273589.6363537,1,-013289, -010089, -001922
1665273589.6369495,1,-013289, -010089, -001922
1665273589.6373515,1,-013289, -010089, -001922
1665273589.6373515,1,-013289, -010089, -001922
1665273589.6383493,1,-013133, -010048, -002168
1665273589.6393511,1,-013133, -010048, -002168
1665273589.6394506,1,-013133, -010048, -002168
1665273589.640344,1,-012402, -008593, -002445
1665273589.640344,1,-012490, -008549, -002192
1665273589.641341,1,-012490, -008549, -002192
1665273589.641341,1,-012490, -008549, -002192
1665273589.6423383,1,-012490, -008549, -002192
1665273589.6423383,1,-012596, -008651, -002019
1665273589.6433349,1,-012596, -008651, -002019
1665273589.6433349,1,-012596, -008651, -002019
1665273589.6433349,1,-012596, -008651, -002019
1665273589.6443334,1,-012845, -008685, -001860
1665273589.6443334,1,-012845, -008685, -001860
1665273589.64533,1,-012845, -008685, -001860
1665273589.64533,1,-012845, -008685, -001860
1665273589.64533,1,-012845, -008685, -001860
1665273589.6463273,1,-013301, -008450, -001956
1665273589.6463273,1,-013301, -008450, -001956
1665273589.6463273,1,-013301, -008450, -001956
1665273589.6473544,1,-013301, -008450, -001956
1665273589.6473544,1,-013854, -008298, -002213
1665273589.6473544,1,-013854, -008298, -002213
1665273589.648477,1,-013854, -008298, -002213
1665273589.6518924,1,-013854, -008298, -002213
1665273589.6518924,1,-014363, -008594, -002772
1665273589.6528893,1,-014363, -008594, -002772
1665273589.6539154,1,-014363, -008594, -002772
1665273589.6539154,1,-014363, -008594, -002772
1665273589.6568782,1,-014785, -009107, -003255
1665273589.6578753,1,-014785, -009107, -003255
1665273589.6588726,1,-014785, -009107, -003255
1665273589.65987,1,-014785, -009107, -003255
1665273589.684305,1,-014785, -009107, -003255
1665273589.686302,1,-015079, -009440, -003517
1665273589.6883368,1,-015079, -009440, -003517
1665273589.689334,1,-015079, -009440, -003517
1665273589.6902921,1,-015079, -009440, -003517
1665273589.6923146,1,-015482, -009403, -003687
1665273589.6933272,1,-015482, -009403, -003687
1665273589.69495,1,-015482, -009403, -003687
1665273589.6959474,1,-015482, -009403, -003687
1665273589.696963,1,-015397, -009313, -003650
1665273589.701934,1,-015397, -009313, -003650
1665273589.7029288,1,-015397, -009313, -003650
1665273589.7039258,1,-015397, -009313, -003650
1665273589.70592,1,-014884, -009742, -003498
1665273589.7079158,1,-014884, -009742, -003498
1665273589.708954,1,-014884, -009742, -003498
1665273589.7090456,1,-014884, -009742, -003498
1665273589.709908,1,-014884, -009742, -003498
1665273589.7102528,1,-014953, -010064, -003565
1665273589.7109053,1,-014953, -010064, -003565
1665273589.7113693,1,-014953, -010064, -003565
1665273589.7119026,1,-014953, -010064, -003565
1665273589.7119026,1,-014953, -010064, -003565
1665273589.7129002,1,-014416, -010814, -003276
1665273589.7129002,1,-014416, -010814, -003276
1665273589.7138975,1,-014416, -010814, -003276
1665273589.714061,1,-014416, -010814, -003276
1665273589.714061,1,-014416, -010814, -003276
1665273589.7148943,1,-013901, -010975, -002914
1665273589.7158923,1,-013901, -010975, -002914
1665273589.7158923,1,-013901, -010975, -002914
1665273589.7168927,1,-013901, -010975, -002914
1665273589.7168927,1,-013384, -010995, -003195
1665273589.7178867,1,-013384, -010995, -003195
1665273589.7178867,1,-013384, -010995, -003195
1665273589.7178867,1,-013384, -010995, -003195
1665273589.7188847,1,-013384, -010995, -003195
1665273589.7188847,1,-013185, -010860, -003234
1665273589.7198825,1,-013185, -010860, -003234
1665273589.7198825,1,-013185, -010860, -003234
1665273589.7208784,1,-013185, -010860, -003234
1665273589.7208784,1,-013185, -010860, -003234
1665273589.7208784,1,-013550, -010794, -003313
1665273589.7218757,1,-013550, -010794, -003313
1665273589.7218757,1,-013550, -010794, -003313
1665273589.7218757,1,-013550, -010794, -003313
1665273589.722873,1,-013849, -008879, -003491
1665273589.722873,1,-013849, -008879, -003491
1665273589.7238703,1,-013554, -008762, -003411
1665273589.7238703,1,-013554, -008762, -003411
1665273589.7238703,1,-013554, -008762, -003411
1665273589.7248676,1,-013554, -008762, -003411
1665273589.7248676,1,-013466, -008773, -003111
1665273589.7248676,1,-013466, -008773, -003111
1665273589.7302856,1,-013466, -008773, -003111
1665273589.7307618,1,-013466, -008773, -003111
1665273589.7307618,1,-013780, -008441, -003182
1665273589.731894,1,-013780, -008441, -003182
1665273589.7337582,1,-013780, -008441, -003182
1665273589.7347546,1,-014202, -007879, -003282
1665273589.7347546,1,-014202, -007879, -003282
1665273589.7357507,1,-014202, -007879, -003282
1665273589.7357507,1,-014202, -007879, -003282
1665273589.7367482,1,-014202, -007879, -003282
1665273589.7367482,1,-014723, -007449, -003413
1665273589.7380605,1,-014723, -007449, -003413
1665273589.7380605,1,-014723, -007449, -003413
1665273589.7387428,1,-014723, -007449, -003413
1665273589.7387428,1,-015294, -007321, -003224
1665273589.7387428,1,-015294, -007321, -003224
1665273589.73974,1,-015294, -007321, -003224
1665273589.7407372,1,-015294, -007321, -003224
1665273589.7409816,1,-015273, -007278, -002511
1665273589.7419486,1,-015273, -007278, -002511
1665273589.7429795,1,-015273, -007278, -002511
1665273589.743975,1,-015273, -007278, -002511
1665273589.7449734,1,-014913, -007389, -002422
1665273589.7470324,1,-014913, -007389, -002422
1665273589.7498999,1,-014913, -007389, -002422
1665273589.750893,1,-014913, -007389, -002422
1665273589.750893,1,-014529, -007552, -002738
1665273589.75189,1,-014529, -007552, -002738
1665273589.75189,1,-014529, -007552, -002738
1665273589.75189,1,-014529, -007552, -002738
1665273589.7528863,1,-014182, -007704, -002991
1665273589.7528863,1,-014182, -007704, -002991
1665273589.7528863,1,-014182, -007704, -002991
1665273589.7539146,1,-014182, -007704, -002991
1665273589.7540917,1,-014182, -007704, -002991
1665273589.7540917,1,-013868, -007694, -003051
1665273589.7549112,1,-013868, -007694, -003051
1665273589.7549112,1,-013868, -007694, -003051
1665273589.7549112,1,-013868, -007694, -003051
1665273589.755905,1,-013582, -007532, -003107
1665273589.755905,1,-013582, -007532, -003107
1665273589.7569063,1,-013582, -007532, -003107
1665273589.7569063,1,-013582, -007532, -003107
1665273589.7569063,1,-013582, -007532, -003107
1665273589.7579014,1,-013437, -007549, -003070
1665273589.7579014,1,-013437, -007549, -003070
1665273589.7579014,1,-013437, -007549, -003070
1665273589.7588973,1,-013437, -007549, -003070
1665273589.7588973,1,-013368, -007708, -002989
1665273589.7588973,1,-013368, -007708, -002989
1665273589.7598946,1,-013368, -007708, -002989
1665273589.7598946,1,-013368, -007708, -002989
1665273589.7598946,1,-013453, -007877, -002980
1665273589.7608924,1,-013453, -007877, -002980
1665273589.7608924,1,-013453, -007877, -002980
1665273589.7618895,1,-013453, -007877, -002980
1665273589.7618895,1,-013577, -008015, -002958
1665273589.7618895,1,-013577, -008015, -002958
1665273589.7628922,1,-013577, -008015, -002958
1665273589.7628922,1,-013577, -008015, -002958
1665273589.7638583,1,-013679, -007887, -002911
1665273589.7638583,1,-013679, -007887, -002911
1665273589.7658532,1,-013679, -007887, -002911
1665273589.766849,1,-013679, -007887, -002911
1665273589.7678585,1,-013679, -007887, -002911
1665273589.7706127,1,-013842, -007626, -002975
1665273589.7710662,1,-013842, -007626, -002975
1665273589.7716498,1,-013842, -007626, -002975
1665273589.7716498,1,-013842, -007626, -002975
1665273589.7716498,1,-013899, -007515, -003130
1665273589.7726505,1,-013899, -007515, -003130
1665273589.7726505,1,-013899, -007515, -003130
1665273589.7736502,1,-013899, -007515, -003130
1665273589.7736502,1,-013840, -007676, -003170
1665273589.7736502,1,-013840, -007676, -003170
1665273589.774613,1,-013840, -007676, -003170
1665273589.774613,1,-013840, -007676, -003170
1665273589.774613,1,-013840, -007676, -003170
1665273589.7756379,1,-013700, -007972, -003231
1665273589.7756379,1,-013700, -007972, -003231
1665273589.7756379,1,-013700, -007972, -003231
1665273589.7766395,1,-013700, -007972, -003231
1665273589.7766395,1,-013717, -008174, -003280
1665273589.7766395,1,-013717, -008174, -003280
1665273589.7776434,1,-013717, -008174, -003280
1665273589.777846,1,-013717, -008174, -003280
1665273589.777846,1,-013959, -008199, -003500
1665273589.7786422,1,-013959, -008199, -003500
1665273589.7786422,1,-013959, -008199, -003500
1665273589.7786422,1,-013959, -008199, -003500
1665273589.7796,1,-014280, -008135, -003661
1665273589.7799418,1,-014280, -008135, -003661
1665273589.7799418,1,-014280, -008135, -003661
1665273589.7806358,1,-014280, -008135, -003661
1665273589.7806358,1,-014443, -007948, -003678
1665273589.7806358,1,-014443, -007948, -003678
1665273589.7816298,1,-014443, -007948, -003678
1665273589.7816298,1,-014443, -007948, -003678
1665273589.7826653,1,-014539, -007843, -003609
1665273589.7826653,1,-014539, -007843, -003609
1665273589.7835903,1,-014539, -007843, -003609
1665273589.7838085,1,-014539, -007843, -003609
1665273589.7838085,1,-014639, -007744, -003593
1665273589.7867255,1,-014639, -007744, -003593
1665273589.7871428,1,-014639, -007744, -003593
1665273589.7896535,1,-014639, -007744, -003593
1665273589.7900448,1,-015016, -007501, -003767
1665273589.7906907,1,-015016, -007501, -003767
1665273589.7906907,1,-015016, -007501, -003767
1665273589.7906907,1,-015016, -007501, -003767
1665273589.7916856,1,-015016, -007501, -003767
1665273589.7916856,1,-015621, -007149, -003954
1665273589.7926848,1,-015621, -007149, -003954
1665273589.8004656,1,-015621, -007149, -003954
1665273589.8009331,1,-015621, -007149, -003954
1665273589.8014998,1,-015891, -006469, -003987
1665273589.802469,1,-015891, -006469, -003987
1665273589.802469,1,-015891, -006469, -003987
1665273589.802469,1,-015891, -006469, -003987
1665273589.804463,1,-015629, -005824, -003935
1665273589.8048065,1,-015629, -005824, -003935
1665273589.8048065,1,-015629, -005824, -003935
1665273589.8129244,1,-015629, -005824, -003935
1665273589.815546,1,-015058, -005330, -003731
1665273589.8178995,1,-015058, -005330, -003731
1665273589.818905,1,-015058, -005330, -003731
1665273589.8199022,1,-015058, -005330, -003731
1665273589.820901,1,-014496, -005151, -003518
1665273589.8228602,1,-014496, -005151, -003518
1665273589.8240073,1,-014496, -005151, -003518
1665273589.8250048,1,-014496, -005151, -003518
1665273589.8260024,1,-014105, -005418, -003100
1665273589.8270013,1,-014105, -005418, -003100
1665273589.8280125,1,-014105, -005418, -003100
