time,marker,data_1,data_2,data_3
1665273765.005613,1,012140, -009590, -002508
1665273765.0069475,1,012140, -009590, -002508
1665273765.0100217,1,012140, -009590, -002508
1665273765.0121896,1,012140, -009590, -002508
1665273765.0135732,1,012140, -009590, -002508
1665273765.0148623,1,012228, -009391, -002467
1665273765.0160902,1,012228, -009391, -002467
1665273765.0173426,1,012228, -009391, -002467
1665273765.0185783,1,012228, -009391, -002467
1665273765.019765,1,012256, -009187, -002460
1665273765.0207624,1,012256, -009187, -002460
1665273765.021194,1,012256, -009187, -002460
1665273765.0223103,1,012256, -009187, -002460
1665273765.0244212,1,012335, -009091, -002410
1665273765.0253825,1,012335, -009091, -002410
1665273765.0258963,1,012335, -009091, -002410
1665273765.02789,1,012335, -009091, -002410
1665273765.0281198,1,012434, -009266, -002238
1665273765.0292444,1,012434, -009266, -002238
1665273765.030241,1,012434, -009266, -002238
1665273765.0312383,1,012434, -009266, -002238
1665273765.0319757,1,012434, -009266, -002238
1665273765.0329773,1,012527, -009472, -002183
1665273765.0339725,1,012527, -009472, -002183
1665273765.0350802,1,012527, -009472, -002183
1665273765.0557349,1,012527, -009472, -002183
1665273765.0653973,1,012651, -009686, -002165
1665273765.0655828,1,012651, -009686, -002165
1665273765.0783107,1,012651, -009686, -002165
1665273765.0802572,1,012651, -009686, -002165
1665273765.081467,1,012769, -009737, -002102
1665273765.0945034,1,012769, -009737, -002102
1665273765.0956779,1,012769, -009737, -002102
1665273765.0966742,1,012769, -009737, -002102
1665273765.0974214,1,012852, -009724, -002035
1665273765.0995998,1,012852, -009724, -002035
1665273765.113521,1,012852, -009724, -002035
1665273765.1529791,1,012852, -009724, -002035
1665273765.1580129,1,012910, -009646, -002087
1665273765.1604812,1,012910, -009646, -002087
1665273765.1614788,1,012910, -009646, -002087
1665273765.1620538,1,012910, -009646, -002087
1665273765.1640506,1,012838, -009623, -002067
1665273765.1655016,1,012838, -009623, -002067
1665273765.1664996,1,012838, -009623, -002067
1665273765.1681483,1,012838, -009623, -002067
1665273765.1691434,1,012734, -009794, -002194
1665273765.17062,1,012734, -009794, -002194
1665273765.1718125,1,012734, -009794, -002194
1665273765.1729066,1,012734, -009794, -002194
1665273765.1741073,1,012657, -010263, -002225
1665273765.1763897,1,012657, -010263, -002225
1665273765.1773322,1,012657, -010263, -002225
1665273765.178885,1,012657, -010263, -002225
1665273765.1800723,1,012657, -010263, -002225
1665273765.1802764,1,012609, -010825, -002387
1665273765.1814215,1,012609, -010825, -002387
1665273765.183451,1,012609, -010825, -002387
1665273765.1836915,1,012609, -010825, -002387
1665273765.1856494,1,012604, -011344, -002467
1665273765.186646,1,012604, -011344, -002467
1665273765.1878228,1,012604, -011344, -002467
1665273765.1889658,1,012604, -011344, -002467
1665273765.1900458,1,012689, -011618, -002456
1665273765.19025,1,012689, -011618, -002456
1665273765.1912658,1,012689, -011618, -002456
1665273765.192265,1,012689, -011618, -002456
1665273765.1932652,1,012752, -011721, -002621
1665273765.1947594,1,012752, -011721, -002621
1665273765.1957545,1,012752, -011721, -002621
1665273765.1977086,1,012752, -011721, -002621
1665273765.1979325,1,012661, -011822, -002655
1665273765.198929,1,012661, -011822, -002655
1665273765.1999269,1,012661, -011822, -002655
1665273765.2007034,1,012661, -011822, -002655
1665273765.201702,1,012661, -011822, -002655
1665273765.2025902,1,012642, -011917, -002567
1665273765.2040496,1,012642, -011917, -002567
1665273765.2050464,1,012642, -011917, -002567
1665273765.2051294,1,012642, -011917, -002567
1665273765.2061272,1,012595, -011739, -002537
1665273765.2071235,1,012595, -011739, -002537
1665273765.2081206,1,012595, -011739, -002537
1665273765.2091181,1,012595, -011739, -002537
1665273765.2091181,1,012595, -011739, -002537
1665273765.2101622,1,012362, -011447, -002545
1665273765.2108486,1,012362, -011447, -002545
1665273765.2118447,1,012362, -011447, -002545
1665273765.212131,1,012362, -011447, -002545
1665273765.213128,1,012074, -011012, -002612
1665273765.2133696,1,012074, -011012, -002612
1665273765.2143667,1,012074, -011012, -002612
1665273765.2146063,1,012074, -011012, -002612
1665273765.215603,1,012074, -011012, -002612
1665273765.2158446,1,011894, -010478, -002729
1665273765.2168417,1,011894, -010478, -002729
1665273765.2169595,1,011894, -010478, -002729
1665273765.2179565,1,011894, -010478, -002729
1665273765.2180712,1,011894, -010478, -002729
1665273765.2190685,1,011795, -010123, -002787
1665273765.2191944,1,011795, -010123, -002787
1665273765.2201915,1,011795, -010123, -002787
1665273765.2203312,1,011795, -010123, -002787
1665273765.2211885,1,011747, -009878, -002838
1665273765.2211885,1,011747, -009878, -002838
1665273765.2221863,1,011747, -009878, -002838
1665273765.2221863,1,011747, -009878, -002838
1665273765.2231834,1,011747, -009878, -002838
1665273765.2231834,1,011661, -009679, -002996
1665273765.2242668,1,011661, -009679, -002996
1665273765.2242668,1,011661, -009679, -002996
