x_acc,y_acc,z_acc,label
1663835616.459758,1,000386, -000119, 017026
1663835616.4599876,1,000386, -000119, 017026
1663835616.4599876,1,000386, -000119, 017026
1663835616.4609845,1,000386, -000119, 017026
1663835616.4612808,1,000386, -000119, 017026
1663835616.4612808,1,000386, -000119, 017026
1663835616.462278,1,000386, -000119, 017026
1663835616.4625258,1,000386, -000119, 017026
1663835616.4625258,1,000386, -000119, 017026
1663835616.4635231,1,000386, -000119, 017026
1663835616.4637954,1,000386, -000119, 017026
1663835616.4637954,1,000451, -000099, 017018
1663835616.4647925,1,000451, -000099, 017018
1663835616.4649196,1,000451, -000099, 017018
1663835616.4649196,1,000451, -000099, 017018
1663835616.4659166,1,000451, -000099, 017018
1663835616.4661174,1,000451, -000099, 017018
1663835616.4661174,1,000451, -000099, 017018
1663835616.4671144,1,000451, -000099, 017018
1663835616.4673016,1,000451, -000099, 017018
1663835616.4673016,1,000451, -000099, 017018
1663835616.4682987,1,000434, -000085, 017025
1663835616.468464,1,000434, -000085, 017025
1663835616.468464,1,000434, -000085, 017025
1663835616.469461,1,000434, -000085, 017025
1663835616.4696412,1,000434, -000085, 017025
1663835616.4696412,1,000434, -000085, 017025
1663835616.4706383,1,000434, -000085, 017025
1663835616.4706383,1,000434, -000085, 017025
1663835616.4711766,1,000434, -000085, 017025
1663835616.4718409,1,000434, -000085, 017025
1663835616.4721735,1,000432, -000092, 017029
1663835616.472509,1,000432, -000092, 017029
1663835616.4731708,1,000432, -000092, 017029
1663835616.4732857,1,000432, -000092, 017029
1663835616.4732857,1,000432, -000092, 017029
1663835616.4740677,1,000432, -000092, 017029
1663835616.4740677,1,000432, -000092, 017029
1663835616.475065,1,000432, -000092, 017029
1663835616.475065,1,000432, -000092, 017029
1663835616.475065,1,000432, -000092, 017029
1663835616.4760623,1,000413, -000129, 017033
1663835616.4760623,1,000413, -000129, 017033
1663835616.4760623,1,000413, -000129, 017033
1663835616.4760623,1,000413, -000129, 017033
1663835616.4770594,1,000413, -000129, 017033
1663835616.4771993,1,000413, -000129, 017033
1663835616.4771993,1,000413, -000129, 017033
1663835616.4771993,1,000413, -000129, 017033
1663835616.4781964,1,000413, -000129, 017033
1663835616.4782305,1,000413, -000129, 017033
1663835616.4782305,1,000435, -000110, 017049
1663835616.4782305,1,000435, -000110, 017049
1663835616.4782305,1,000435, -000110, 017049
1663835616.479239,1,000435, -000110, 017049
1663835616.479239,1,000435, -000110, 017049
1663835616.479239,1,000435, -000110, 017049
1663835616.479239,1,000435, -000110, 017049
1663835616.480236,1,000435, -000110, 017049
1663835616.4804976,1,000435, -000110, 017049
1663835616.4804976,1,000435, -000110, 017049
1663835616.4804976,1,000416, -000108, 017055
1663835616.4804976,1,000416, -000108, 017055
1663835616.4814947,1,000416, -000108, 017055
1663835616.4817467,1,000416, -000108, 017055
1663835616.4817467,1,000416, -000108, 017055
1663835616.4817467,1,000416, -000108, 017055
1663835616.4817467,1,000416, -000108, 017055
1663835616.4827437,1,000416, -000108, 017055
1663835616.4830143,1,000416, -000108, 017055
1663835616.4830143,1,000416, -000108, 017055
1663835616.4830143,1,000418, -000111, 017025
1663835616.4840114,1,000418, -000111, 017025
1663835616.4840288,1,000418, -000111, 017025
1663835616.4840288,1,000418, -000111, 017025
1663835616.4845312,1,000418, -000111, 017025
1663835616.4845312,1,000418, -000111, 017025
1663835616.4845312,1,000418, -000111, 017025
1663835616.485314,1,000418, -000111, 017025
1663835616.485314,1,000418, -000111, 017025
1663835616.485314,1,000418, -000111, 017025
1663835616.486311,1,000421, -000102, 017064
1663835616.4866173,1,000421, -000102, 017064
1663835616.4866173,1,000421, -000102, 017064
1663835616.4866173,1,000421, -000102, 017064
1663835616.4876144,1,000421, -000102, 017064
1663835616.487798,1,000421, -000102, 017064
1663835616.487798,1,000421, -000102, 017064
1663835616.487798,1,000421, -000102, 017064
1663835616.4889889,1,000421, -000102, 017064
1663835616.4889889,1,000421, -000102, 017064
1663835616.4889889,1,000398, -000110, 017016
1663835616.4889889,1,000398, -000110, 017016
1663835616.4889889,1,000398, -000110, 017016
1663835616.4901724,1,000398, -000110, 017016
1663835616.4901724,1,000398, -000110, 017016
1663835616.4901724,1,000398, -000110, 017016
1663835616.4911697,1,000398, -000110, 017016
1663835616.4911697,1,000398, -000110, 017016
1663835616.4911697,1,000398, -000110, 017016
1663835616.4921668,1,000398, -000110, 017016
1663835616.4921668,1,000393, -000098, 017032
1663835616.4921668,1,000393, -000098, 017032
1663835616.4941618,1,000393, -000098, 017032
1663835616.4941618,1,000393, -000098, 017032
1663835616.4946558,1,000393, -000098, 017032
1663835616.4946558,1,000393, -000098, 017032
1663835616.4946558,1,000393, -000098, 017032
1663835616.495653,1,000393, -000098, 017032
1663835616.495653,1,000393, -000098, 017032
1663835616.497089,1,000393, -000098, 017032
1663835616.498087,1,000441, -000097, 017028
1663835616.4981372,1,000441, -000097, 017028
1663835616.4981372,1,000441, -000097, 017028
1663835616.4981372,1,000441, -000097, 017028
1663835616.499135,1,000441, -000097, 017028
1663835616.499135,1,000441, -000097, 017028
1663835616.5067098,1,000441, -000097, 017028
1663835616.5067098,1,000441, -000097, 017028
1663835616.5078483,1,000441, -000097, 017028
1663835616.5078483,1,000441, -000097, 017028
1663835616.5078483,1,000446, -000113, 017084
1663835616.508845,1,000446, -000113, 017084
1663835616.5090916,1,000446, -000113, 017084
1663835616.5090916,1,000446, -000113, 017084
1663835616.5100887,1,000446, -000113, 017084
1663835616.5103755,1,000446, -000113, 017084
1663835616.5103755,1,000446, -000113, 017084
1663835616.5113726,1,000446, -000113, 017084
1663835616.5114527,1,000446, -000113, 017084
1663835616.5114527,1,000446, -000113, 017084
1663835616.5124497,1,000446, -000113, 017084
1663835616.512513,1,000417, -000117, 017118
1663835616.512513,1,000417, -000117, 017118
1663835616.5135102,1,000417, -000117, 017118
1663835616.5135102,1,000417, -000117, 017118
1663835616.5139048,1,000417, -000117, 017118
1663835616.5139048,1,000417, -000117, 017118
1663835616.514902,1,000417, -000117, 017118
1663835616.514902,1,000417, -000117, 017118
1663835616.5152655,1,000417, -000117, 017118
1663835616.5152655,1,000417, -000117, 017118
1663835616.5162628,1,000455, -000138, 017077
1663835616.5163956,1,000455, -000138, 017077
1663835616.5163956,1,000455, -000138, 017077
1663835616.5173924,1,000455, -000138, 017077
1663835616.5175157,1,000455, -000138, 017077
1663835616.5175157,1,000455, -000138, 017077
1663835616.518513,1,000455, -000138, 017077
1663835616.5197175,1,000455, -000138, 017077
1663835616.521104,1,000455, -000138, 017077
1663835616.521104,1,000455, -000138, 017077
1663835616.522101,1,000415, -000125, 017032
1663835616.522101,1,000415, -000125, 017032
1663835616.5225928,1,000415, -000125, 017032
1663835616.5225928,1,000415, -000125, 017032
1663835616.5235898,1,000415, -000125, 017032
1663835616.5237074,1,000415, -000125, 017032
1663835616.5237074,1,000415, -000125, 017032
1663835616.5237074,1,000415, -000125, 017032
1663835616.5247052,1,000415, -000125, 017032
1663835616.5250335,1,000415, -000125, 017032
1663835616.5250335,1,000397, -000103, 017021
1663835616.5250335,1,000397, -000103, 017021
1663835616.5261452,1,000397, -000103, 017021
1663835616.5261452,1,000397, -000103, 017021
1663835616.5261452,1,000397, -000103, 017021
1663835616.5271428,1,000397, -000103, 017021
1663835616.527273,1,000397, -000103, 017021
1663835616.527273,1,000397, -000103, 017021
1663835616.52827,1,000397, -000103, 017021
1663835616.52827,1,000397, -000103, 017021
1663835616.52827,1,000399, -000144, 017028
1663835616.5315282,1,000399, -000144, 017028
1663835616.5322328,1,000399, -000144, 017028
1663835616.5322328,1,000399, -000144, 017028
1663835616.5322328,1,000399, -000144, 017028
1663835616.5332298,1,000399, -000144, 017028
1663835616.5333693,1,000399, -000144, 017028
1663835616.5333693,1,000399, -000144, 017028
1663835616.5333693,1,000399, -000144, 017028
1663835616.534367,1,000399, -000144, 017028
1663835616.5346274,1,000402, -000115, 017090
1663835616.5346274,1,000402, -000115, 017090
1663835616.5346274,1,000402, -000115, 017090
1663835616.5356247,1,000402, -000115, 017090
1663835616.5358167,1,000402, -000115, 017090
1663835616.5358167,1,000402, -000115, 017090
1663835616.5358167,1,000402, -000115, 017090
1663835616.5368137,1,000402, -000115, 017090
1663835616.5369313,1,000402, -000115, 017090
1663835616.5369313,1,000402, -000115, 017090
1663835616.5369313,1,000435, -000109, 017035
1663835616.5379288,1,000435, -000109, 017035
1663835616.5381737,1,000435, -000109, 017035
1663835616.5381737,1,000435, -000109, 017035
1663835616.5412493,1,000435, -000109, 017035
1663835616.5430386,1,000435, -000109, 017035
1663835616.5430386,1,000435, -000109, 017035
1663835616.5430386,1,000435, -000109, 017035
1663835616.544036,1,000435, -000109, 017035
1663835616.5442638,1,000435, -000109, 017035
1663835616.5452695,1,000459, -000103, 017087
1663835616.5460877,1,000459, -000103, 017087
1663835616.5460877,1,000459, -000103, 017087
1663835616.5460877,1,000459, -000103, 017087
1663835616.5470848,1,000459, -000103, 017087
1663835616.5472674,1,000459, -000103, 017087
1663835616.5472674,1,000459, -000103, 017087
1663835616.5482655,1,000459, -000103, 017087
1663835616.54845,1,000459, -000103, 017087
1663835616.54845,1,000459, -000103, 017087
1663835616.5494466,1,000455, -000134, 017039
1663835616.549663,1,000455, -000134, 017039
1663835616.549663,1,000455, -000134, 017039
1663835616.549663,1,000455, -000134, 017039
1663835616.5506601,1,000455, -000134, 017039
1663835616.5508213,1,000455, -000134, 017039
1663835616.5518186,1,000455, -000134, 017039
1663835616.5519826,1,000455, -000134, 017039
1663835616.5519826,1,000455, -000134, 017039
1663835616.5519826,1,000455, -000134, 017039
1663835616.55298,1,000412, -000143, 016985
1663835616.5530453,1,000412, -000143, 016985
1663835616.5530453,1,000412, -000143, 016985
1663835616.5530453,1,000412, -000143, 016985
1663835616.5551746,1,000412, -000143, 016985
1663835616.5551746,1,000412, -000143, 016985
1663835616.5551746,1,000412, -000143, 016985
1663835616.556172,1,000412, -000143, 016985
1663835616.556172,1,000412, -000143, 016985
1663835616.5574439,1,000412, -000143, 016985
1663835616.5574439,1,000439, -000142, 016982
1663835616.5613983,1,000439, -000142, 016982
1663835616.5613983,1,000439, -000142, 016982
1663835616.5613983,1,000439, -000142, 016982
1663835616.562395,1,000439, -000142, 016982
1663835616.562616,1,000439, -000142, 016982
1663835616.562616,1,000439, -000142, 016982
1663835616.562616,1,000439, -000142, 016982
1663835616.5636132,1,000439, -000142, 016982
1663835616.5638258,1,000439, -000142, 016982
1663835616.5638258,1,000439, -000142, 016982
1663835616.5638258,1,000446, -000123, 017039
1663835616.5648232,1,000446, -000123, 017039
1663835616.564959,1,000446, -000123, 017039
1663835616.564959,1,000446, -000123, 017039
1663835616.564959,1,000446, -000123, 017039
1663835616.5659559,1,000446, -000123, 017039
1663835616.5659559,1,000446, -000123, 017039
1663835616.5659559,1,000446, -000123, 017039
1663835616.5669532,1,000446, -000123, 017039
1663835616.5669532,1,000446, -000123, 017039
1663835616.5669532,1,000425, -000115, 016990
1663835616.5679512,1,000425, -000115, 016990
1663835616.5679512,1,000425, -000115, 016990
1663835616.57444,1,000425, -000115, 016990
1663835616.5754356,1,000425, -000115, 016990
1663835616.5760598,1,000425, -000115, 016990
1663835616.5778294,1,000425, -000115, 016990
1663835616.5788262,1,000425, -000115, 016990
1663835616.579194,1,000425, -000115, 016990
1663835616.5801923,1,000425, -000115, 016990
1663835616.5810332,1,000423, -000080, 017027
1663835616.5822098,1,000423, -000080, 017027
1663835616.5832067,1,000423, -000080, 017027
1663835616.5833652,1,000423, -000080, 017027
1663835616.584362,1,000423, -000080, 017027
1663835616.5848606,1,000423, -000080, 017027
1663835616.5858579,1,000423, -000080, 017027
1663835616.5863657,1,000423, -000080, 017027
1663835616.5873625,1,000423, -000080, 017027
1663835616.587858,1,000423, -000080, 017027
1663835616.5888548,1,000417, -000116, 017009
1663835616.589381,1,000417, -000116, 017009
1663835616.5903776,1,000417, -000116, 017009
1663835616.590694,1,000417, -000116, 017009
1663835616.591691,1,000417, -000116, 017009
1663835616.5919058,1,000417, -000116, 017009
1663835616.592903,1,000417, -000116, 017009
1663835616.5931263,1,000417, -000116, 017009
1663835616.5941234,1,000417, -000116, 017009
1663835616.5943341,1,000417, -000116, 017009
1663835616.595331,1,000453, -000111, 017027
1663835616.5955524,1,000453, -000111, 017027
1663835616.5965493,1,000453, -000111, 017027
1663835616.5967708,1,000453, -000111, 017027
1663835616.5977676,1,000453, -000111, 017027
1663835616.5979893,1,000453, -000111, 017027
1663835616.598986,1,000453, -000111, 017027
1663835616.5991302,1,000453, -000111, 017027
1663835616.5991302,1,000453, -000111, 017027
1663835616.600128,1,000453, -000111, 017027
1663835616.6005971,1,000443, -000125, 017040
1663835616.6015942,1,000443, -000125, 017040
1663835616.6015942,1,000443, -000125, 017040
1663835616.6021373,1,000443, -000125, 017040
1663835616.6031342,1,000443, -000125, 017040
1663835616.6031342,1,000443, -000125, 017040
1663835616.603637,1,000443, -000125, 017040
1663835616.6046338,1,000443, -000125, 017040
1663835616.6046338,1,000443, -000125, 017040
1663835616.6051376,1,000443, -000125, 017040
1663835616.6051376,1,000429, -000120, 017017
1663835616.6061342,1,000429, -000120, 017017
1663835616.606652,1,000429, -000120, 017017
1663835616.6076488,1,000429, -000120, 017017
1663835616.607854,1,000429, -000120, 017017
1663835616.607854,1,000429, -000120, 017017
1663835616.6088507,1,000429, -000120, 017017
1663835616.6091325,1,000429, -000120, 017017
1663835616.6091325,1,000429, -000120, 017017
1663835616.6101296,1,000429, -000120, 017017
1663835616.6104066,1,000435, -000123, 017048
1663835616.6114118,1,000435, -000123, 017048
1663835616.6114118,1,000435, -000123, 017048
1663835616.614917,1,000435, -000123, 017048
1663835616.614917,1,000435, -000123, 017048
1663835616.6159139,1,000435, -000123, 017048
1663835616.6162257,1,000435, -000123, 017048
1663835616.6162257,1,000435, -000123, 017048
1663835616.6182253,1,000435, -000123, 017048
1663835616.6340373,1,000435, -000123, 017048
1663835616.6350327,1,000431, -000096, 017061
1663835616.635402,1,000431, -000096, 017061
1663835616.6362147,1,000431, -000096, 017061
1663835616.6372118,1,000431, -000096, 017061
1663835616.6377025,1,000431, -000096, 017061
1663835616.638699,1,000431, -000096, 017061
1663835616.639207,1,000431, -000096, 017061
1663835616.6402035,1,000431, -000096, 017061
1663835616.6405292,1,000431, -000096, 017061
1663835616.641526,1,000431, -000096, 017061
1663835616.6417673,1,000413, -000123, 017058
1663835616.642764,1,000413, -000123, 017058
1663835616.642991,1,000413, -000123, 017058
1663835616.643988,1,000413, -000123, 017058
1663835616.6442142,1,000413, -000123, 017058
1663835616.6452112,1,000413, -000123, 017058
1663835616.6454341,1,000413, -000123, 017058
1663835616.646431,1,000413, -000123, 017058
1663835616.6466498,1,000413, -000123, 017058
1663835616.647647,1,000413, -000123, 017058
1663835616.6478999,1,000413, -000128, 017045
1663835616.6488965,1,000413, -000128, 017045
1663835616.6490774,1,000413, -000128, 017045
1663835616.6490774,1,000413, -000128, 017045
1663835616.6500754,1,000413, -000128, 017045
1663835616.6500754,1,000413, -000128, 017045
1663835616.6510725,1,000413, -000128, 017045
1663835616.6510725,1,000413, -000128, 017045
1663835616.652089,1,000413, -000128, 017045
1663835616.652089,1,000413, -000128, 017045
1663835616.6534603,1,000400, -000125, 017052
1663835616.6534603,1,000400, -000125, 017052
1663835616.6544573,1,000400, -000125, 017052
1663835616.654659,1,000400, -000125, 017052
1663835616.654659,1,000400, -000125, 017052
1663835616.6556568,1,000400, -000125, 017052
1663835616.656128,1,000400, -000125, 017052
1663835616.6571248,1,000400, -000125, 017052
1663835616.6571248,1,000400, -000125, 017052
1663835616.6576502,1,000400, -000125, 017052
1663835616.6576502,1,000408, -000123, 017058
1663835616.6586468,1,000408, -000123, 017058
1663835616.6586468,1,000408, -000123, 017058
1663835616.6596441,1,000408, -000123, 017058
1663835616.6596441,1,000408, -000123, 017058
1663835616.6606414,1,000408, -000123, 017058
1663835616.6606414,1,000408, -000123, 017058
1663835616.6611292,1,000408, -000123, 017058
1663835616.6611292,1,000408, -000123, 017058
1663835616.662126,1,000408, -000123, 017058
1663835616.662401,1,000420, -000110, 017005
1663835616.662401,1,000420, -000110, 017005
1663835616.6635034,1,000420, -000110, 017005
1663835616.6635034,1,000420, -000110, 017005
1663835616.6646488,1,000420, -000110, 017005
1663835616.6646488,1,000420, -000110, 017005
1663835616.665645,1,000420, -000110, 017005
1663835616.6659029,1,000420, -000110, 017005
1663835616.6659029,1,000420, -000110, 017005
1663835616.6668985,1,000420, -000110, 017005
1663835616.6671488,1,000441, -000114, 017103
1663835616.6671488,1,000441, -000114, 017103
1663835616.6681457,1,000441, -000114, 017103
1663835616.6681457,1,000441, -000114, 017103
1663835616.6686265,1,000441, -000114, 017103
1663835616.6686265,1,000441, -000114, 017103
1663835616.6696236,1,000441, -000114, 017103
1663835616.669707,1,000441, -000114, 017103
1663835616.669707,1,000441, -000114, 017103
1663835616.6707041,1,000441, -000114, 017103
1663835616.6708214,1,000444, -000120, 017104
1663835616.6708214,1,000444, -000120, 017104
1663835616.6718185,1,000444, -000120, 017104
1663835616.6719062,1,000444, -000120, 017104
1663835616.6719062,1,000444, -000120, 017104
1663835616.6729035,1,000444, -000120, 017104
1663835616.6729968,1,000444, -000120, 017104
1663835616.6729968,1,000444, -000120, 017104
1663835616.673994,1,000444, -000120, 017104
1663835616.674094,1,000444, -000120, 017104
1663835616.674094,1,000458, -000130, 017094
1663835616.6750913,1,000458, -000130, 017094
1663835616.675177,1,000458, -000130, 017094
1663835616.675177,1,000458, -000130, 017094
1663835616.675177,1,000458, -000130, 017094
1663835616.6761742,1,000458, -000130, 017094
1663835616.6765003,1,000458, -000130, 017094
1663835616.6765003,1,000458, -000130, 017094
1663835616.6774971,1,000458, -000130, 017094
1663835616.677541,1,000458, -000130, 017094
1663835616.677541,1,000439, -000117, 017095
1663835616.677541,1,000439, -000117, 017095
1663835616.678538,1,000439, -000117, 017095
1663835616.678879,1,000439, -000117, 017095
1663835616.678879,1,000439, -000117, 017095
1663835616.678879,1,000439, -000117, 017095
1663835616.679876,1,000439, -000117, 017095
1663835616.6802263,1,000439, -000117, 017095
1663835616.6802263,1,000439, -000117, 017095
1663835616.6812234,1,000439, -000117, 017095
1663835616.6812234,1,000400, -000110, 017055
1663835616.6815553,1,000400, -000110, 017055
1663835616.6815553,1,000400, -000110, 017055
1663835616.6825523,1,000400, -000110, 017055
1663835616.6825523,1,000400, -000110, 017055
1663835616.6828868,1,000400, -000110, 017055
1663835616.6828868,1,000400, -000110, 017055
1663835616.6828868,1,000400, -000110, 017055
1663835616.6838834,1,000400, -000110, 017055
1663835616.6842227,1,000400, -000110, 017055
1663835616.6842227,1,000405, -000131, 017104
1663835616.6842227,1,000405, -000131, 017104
1663835616.6852212,1,000405, -000131, 017104
1663835616.6852212,1,000405, -000131, 017104
1663835616.6852212,1,000405, -000131, 017104
1663835616.6862185,1,000405, -000131, 017104
1663835616.6862185,1,000405, -000131, 017104
1663835616.6862185,1,000405, -000131, 017104
1663835616.6872158,1,000405, -000131, 017104
1663835616.6873267,1,000405, -000131, 017104
1663835616.6873267,1,000422, -000140, 017100
1663835616.6873267,1,000422, -000140, 017100
1663835616.6883237,1,000422, -000140, 017100
1663835616.6885467,1,000422, -000140, 017100
1663835616.6885467,1,000422, -000140, 017100
1663835616.6885467,1,000422, -000140, 017100
1663835616.6895437,1,000422, -000140, 017100
1663835616.68975,1,000422, -000140, 017100
1663835616.68975,1,000422, -000140, 017100
1663835616.68975,1,000427, -000159, 017104
1663835616.6907468,1,000427, -000159, 017104
1663835616.690971,1,000427, -000159, 017104
1663835616.690971,1,000427, -000159, 017104
1663835616.690971,1,000427, -000159, 017104
1663835616.6919677,1,000427, -000159, 017104
1663835616.6919677,1,000427, -000159, 017104
1663835616.6925032,1,000427, -000159, 017104
1663835616.6925032,1,000427, -000159, 017104
1663835616.6925032,1,000427, -000159, 017104
1663835616.6935008,1,000403, -000120, 017040
1663835616.6937296,1,000403, -000120, 017040
1663835616.6937296,1,000403, -000120, 017040
1663835616.6937296,1,000403, -000120, 017040
1663835616.6947267,1,000403, -000120, 017040
1663835616.6948621,1,000403, -000120, 017040
1663835616.6948621,1,000403, -000120, 017040
1663835616.6948621,1,000402, -000123, 017007
1663835616.6958592,1,000402, -000123, 017007
1663835616.696145,1,000402, -000123, 017007
1663835616.696145,1,000402, -000123, 017007
1663835616.696145,1,000402, -000123, 017007
1663835616.6971424,1,000402, -000123, 017007
1663835616.7159789,1,000402, -000123, 017007
1663835616.7159789,1,000402, -000123, 017007
1663835616.72111,1,000402, -000123, 017007
1663835616.7221074,1,000402, -000123, 017007
1663835616.7231035,1,000427, -000114, 017061
1663835616.7231035,1,000427, -000114, 017061
1663835616.7244198,1,000427, -000114, 017061
1663835616.7254162,1,000427, -000114, 017061
1663835616.7259576,1,000427, -000114, 017061
1663835616.7269542,1,000427, -000114, 017061
1663835616.7284968,1,000427, -000114, 017061
1663835616.7284968,1,000427, -000114, 017061
1663835616.729269,1,000427, -000114, 017061
1663835616.7302654,1,000427, -000114, 017061
1663835616.7322607,1,000428, -000122, 017039
1663835616.7470973,1,000428, -000122, 017039
1663835616.7483294,1,000428, -000122, 017039
1663835616.7490907,1,000428, -000122, 017039
1663835616.750088,1,000428, -000122, 017039
1663835616.7510843,1,000428, -000122, 017039
1663835616.7510843,1,000428, -000122, 017039
1663835616.7520833,1,000428, -000122, 017039
1663835616.753079,1,000428, -000122, 017039
1663835616.7540762,1,000428, -000122, 017039
1663835616.7550733,1,000409, -000126, 017042
1663835616.7560709,1,000409, -000126, 017042
1663835616.7570677,1,000409, -000126, 017042
1663835616.7580662,1,000409, -000126, 017042
1663835616.769655,1,000409, -000126, 017042
1663835616.769655,1,000409, -000126, 017042
1663835616.7706525,1,000409, -000126, 017042
1663835616.7716503,1,000409, -000126, 017042
1663835616.772647,1,000409, -000126, 017042
1663835616.7736442,1,000409, -000126, 017042
1663835616.7738464,1,000428, -000140, 017027
1663835616.7746415,1,000428, -000140, 017027
1663835616.7746415,1,000428, -000140, 017027
1663835616.7756388,1,000428, -000140, 017027
1663835616.776636,1,000428, -000140, 017027
1663835616.7767437,1,000428, -000140, 017027
1663835616.777633,1,000428, -000140, 017027
1663835616.777633,1,000428, -000140, 017027
1663835616.7784545,1,000428, -000140, 017027
1663835616.7794602,1,000428, -000140, 017027
1663835616.7795653,1,000410, -000102, 017051
1663835616.7805357,1,000410, -000102, 017051
1663835616.7806823,1,000410, -000102, 017051
1663835616.7806823,1,000410, -000102, 017051
1663835616.78172,1,000410, -000102, 017051
1663835616.78229,1,000410, -000102, 017051
1663835616.7833204,1,000410, -000102, 017051
1663835616.7833962,1,000410, -000102, 017051
1663835616.7843158,1,000410, -000102, 017051
1663835616.7843158,1,000410, -000102, 017051
1663835616.7843158,1,000430, -000079, 017074
1663835616.7852821,1,000430, -000079, 017074
1663835616.7852821,1,000430, -000079, 017074
1663835616.7862797,1,000430, -000079, 017074
1663835616.7866862,1,000430, -000079, 017074
1663835616.7866862,1,000430, -000079, 017074
1663835616.7876837,1,000430, -000079, 017074
1663835616.788066,1,000430, -000079, 017074
1663835616.788066,1,000430, -000079, 017074
1663835616.7890635,1,000430, -000079, 017074
1663835616.7894733,1,000408, -000100, 017013
1663835616.7894733,1,000408, -000100, 017013
1663835616.7904708,1,000408, -000100, 017013
1663835616.7908862,1,000408, -000100, 017013
1663835616.7908862,1,000408, -000100, 017013
1663835616.7918837,1,000408, -000100, 017013
1663835616.7923505,1,000408, -000100, 017013
1663835616.7923505,1,000408, -000100, 017013
1663835616.7933478,1,000408, -000100, 017013
1663835616.7936344,1,000408, -000100, 017013
1663835616.7936344,1,000408, -000100, 017013
1663835616.7946632,1,000428, -000126, 017044
1663835616.7948556,1,000428, -000126, 017044
1663835616.7948556,1,000428, -000126, 017044
1663835616.7958884,1,000428, -000126, 017044
1663835616.7963274,1,000428, -000126, 017044
1663835616.7963274,1,000428, -000126, 017044
1663835616.7973251,1,000428, -000126, 017044
1663835616.7973251,1,000428, -000126, 017044
1663835616.7973251,1,000428, -000126, 017044
1663835616.798354,1,000428, -000126, 017044
1663835616.798354,1,000401, -000138, 017049
1663835616.7993202,1,000401, -000138, 017049
1663835616.7996569,1,000401, -000138, 017049
1663835616.7996569,1,000401, -000138, 017049
1663835616.8006551,1,000401, -000138, 017049
1663835616.8008986,1,000401, -000138, 017049
1663835616.8008986,1,000401, -000138, 017049
1663835616.8019269,1,000401, -000138, 017049
1663835616.8025324,1,000401, -000138, 017049
1663835616.8025324,1,000401, -000138, 017049
1663835616.803555,1,000434, -000117, 017019
1663835616.803767,1,000434, -000117, 017019
1663835616.803767,1,000434, -000117, 017019
1663835616.804765,1,000434, -000117, 017019
1663835616.804765,1,000434, -000117, 017019
1663835616.8057694,1,000434, -000117, 017019
1663835616.8057694,1,000434, -000117, 017019
1663835616.806518,1,000434, -000117, 017019
1663835616.806518,1,000434, -000117, 017019
1663835616.8075156,1,000434, -000117, 017019
1663835616.8077724,1,000423, -000108, 017003
1663835616.8077724,1,000423, -000108, 017003
1663835616.8087857,1,000423, -000108, 017003
1663835616.8087857,1,000423, -000108, 017003
1663835616.8097835,1,000423, -000108, 017003
1663835616.8099222,1,000423, -000108, 017003
1663835616.810927,1,000423, -000108, 017003
